dummy	class	minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_invitrogen_I1_bc01_pass	minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_invitrogen_I2_bc02_pass	minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_invitrogen_I3_bc03_pass	minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_invitrogen_I4_bc04_pass	minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_zymo_Z3_bc05_pass	minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_zymo_Z4_bc06_pass	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4
TRUE	Phycisphaerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	7	0	0	1	2	1	7	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TRUE	Planctomycetia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	8	0	5	3	0	1	2	1	0	0	1	3	0	0	0	0	0	0	0	6	0	0	2	0	6	5	19	7	3	24	13	9	6	6	1	1	0	16	11	9	12	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TRUE	Pneumocystomycetes	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	69	53	45	35	33	28	19	68	48	90	77	13	27	23	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Rhodothermia	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	2	5	0	1	5	5	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	37	101	59	44	131	49	47	55	4	4	2	5	84	51	50	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Rubrobacteria	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	1	6	0	2	2	0	2	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	68	45	31	83	25	48	36	0	1	0	1	53	35	34	20	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	5	0	0	0	0	16	6	0	0	7	4	4	0	1	0	0	0	0	0	0	0	0	1	0	0	97	200	99	96	135	121	67	77	189	144	204	461	107	99	77	75	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saprospiria	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	8	0	14	0	10	12	0	4	13	6	8	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	25	34	36	14	36	19	19	17	45	34	35	32	46	23	27	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Spartobacteria	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	5	1	0	2	0	3	0	0	1	7	7	6	0	0	4	0	2	0	0	0	0	0	1	0	0	0	0	4	9	5	5	7	15	9	12	3	0	1	0	0	8	4	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TRUE	Sphingobacteriia	0	0	0	0	0	0	4	0	0	1	2	0	1	2	0	0	1	8	51	2	18	0	37	23	0	34	38	61	34	5	1	26	1	4	3	0	0	1	4	1	1	3	1	0	3	205	373	249	171	259	218	183	149	284	223	220	217	255	224	178	153	2	0	3	0	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Spirochaetia	0	0	0	1	0	0	13	6	5	9	15	2	9	9	4	3	3	26	269	26	40	0	92	116	0	50	60	30	8	16	10	7	0	0	0	1	0	1	2	0	0	0	0	0	0	477	926	643	439	870	501	440	391	432	342	408	330	684	583	530	386	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Synergistia	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	26	1	16	0	39	20	0	15	42	47	19	6	2	51	0	2	3	1	1	2	0	1	1	0	1	2	1	74	134	96	59	182	88	48	63	15	9	16	19	123	96	86	53	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Syntrophia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	2	1	5	3	4	4	1	0	1	8	6	4	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Syntrophobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	2	4	2	2	1	0	0	2	1	7	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Tepidiformia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	11	4	0	17	6	10	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	38	68	63	41	120	30	28	39	4	2	0	0	71	34	44	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Terriglobia	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	7	2	1	0	9	5	0	2	2	10	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	57	106	64	57	112	30	60	55	5	10	5	9	73	67	61	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Terrimicrobiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	1	14	1	4	5	2	4	1	3	7	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Theionarchaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	8	6	6	4	0	4	5	10	1	4	4	8	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoanaerobaculia	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	2	2	0	3	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18	11	4	31	12	17	10	0	0	0	0	19	14	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermococci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	25	22	19	32	15	14	8	14	10	10	9	19	13	20	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermodesulfobacteria	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	7	0	17	14	0	3	12	21	13	0	0	9	0	0	0	0	1	0	0	1	0	0	0	1	1	24	43	27	14	31	21	13	11	5	7	9	10	28	16	29	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermodesulfovibrionia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	14	36	14	19	9	12	9	12	37	33	41	22	17	12	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoflexia	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	10	5	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoleophilia	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	1	0	15	20	0	17	0	58	18	0	4	13	11	16	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	21	24	16	14	51	19	63	19	1	4	0	1	40	18	12	130	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1
TRUE	Thermomicrobia	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	20	16	6	30	8	15	3	3	6	2	4	16	6	15	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoplasmata	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	42	32	21	64	16	24	34	12	2	5	6	40	21	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoprotei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	2	1	0	22	31	22	21	32	23	17	17	25	21	19	19	7	7	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermotogae	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	1	3	0	83	3	18	0	53	32	0	31	13	12	4	3	0	27	0	1	0	1	0	1	0	1	1	0	1	0	0	88	119	103	88	99	70	82	63	94	71	73	54	55	71	40	31	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Tissierellia	4	1	0	0	1	5	23	9	10	8	22	8	19	8	11	15	8	9	674	45	479	3	768	467	0	642	353	210	108	70	47	293	7	40	23	15	26	21	23	26	22	14	9	6	9	831	1536	992	839	1019	804	654	630	814	616	704	457	671	594	548	425	15	2	11	18	0	15	7	6	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Tremellomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	2	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	46	88	49	44	60	37	33	25	44	41	54	96	36	36	28	37	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Verrucomicrobiia	0	0	0	0	0	0	0	1	1	0	1	1	4	1	2	1	2	1	96	6	69	0	61	72	0	103	670	1001	361	9	14	265	0	1	3	2	4	1	8	5	0	3	1	2	5	25	75	41	39	72	37	36	35	54	43	41	46	71	41	47	47	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Vicinamibacteria	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	8	16	22	18	29	13	28	14	1	18	0	1	21	15	8	76	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Zetaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	7	3	8	4	8	1	3	6	10	5	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
