dummy	order	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4
TRUE	Bacillales	146	45	128	99	153	47	103	65	42	18	38	55	1096	47	1528	8	1657	547	1	1692	572	614	461	128	106	896	5	501	297	310	326	469	402	364	297	177	223	189	289	4926	8802	5977	4522	7830	5417	4197	4142	2699	2116	3042	3650	6009	4801	4480	3652	125	27	255	118	0	322	91	135	10	17	305	13	0	1	5	6	0	3	0	10	1	3	1	2
TRUE	Bacteroidales	1708	1426	1721	1437	1305	1745	2584	1206	3135	1688	3510	3101	6675	428	6930	17	4721	10253	7	5561	46209	68230	50216	5480	1271	17503	42	3183	3308	2466	2407	1917	5698	3793	2127	6266	4848	5391	5673	117025	345228	149139	103005	91118	248814	105749	65495	644232	606758	803729	566484	600279	208485	258705	116941	1285	502	5178	3929	12	8839	4034	2549	3975	620	42162	733	193	408	218	587	67	457	530	1070	10153	2226	3086	2061
TRUE	Balneolales	0	0	0	1	2	0	0	0	0	0	1	0	1	0	15	1	22	4	0	8	16	18	17	7	7	17	0	0	0	0	0	0	0	0	0	0	0	0	1	10	27	16	7	14	16	14	13	20	14	8	12	23	10	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Bdellovibrionales	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	20	5	4	13	4	2	7	5	1	6	6	5	6	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Bifidobacteriales	367	166	359	256	849	275	623	477	391	535	810	676	358	23	416	10	664	321	0	2963	1043	1158	535	33	19	1499	58	903	563	598	514	1944	1191	1205	1353	779	1659	1613	1331	19150	35914	26221	14626	97294	33267	30988	39662	225	165	183	294	38698	50191	39991	20920	1	0	2	2	1	4	2	1	0	0	12	1	267	118	364	405	476	531	696	2197	546	619	761	380
TRUE	Blastocatellales	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	1	0	1	1	2	3	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Brachyspirales	1	0	0	0	0	0	0	0	0	0	0	1	9	0	2	0	4	6	0	1	4	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	104	224	187	118	168	123	93	73	211	157	193	161	105	106	87	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Burkholderiales	410	461	451	366	352	326	533	181	1037	522	991	812	312	43	360	3	271	565	0	298	12557	6297	1126	732	243	433	0	184	213	121	152	168	218	176	100	484	349	355	379	1762	4292	2485	1608	5071	2796	2090	2109	1729	1511	1776	1883	3865	2502	2474	1995	71	59	345	157	2	440	199	76	288	71	3839	81	11	47	11	39	3	15	26	39	911	201	262	161
TRUE	Caldicellulosiruptorales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	38	74	60	44	64	45	35	32	32	22	37	16	33	40	38	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Caldilineales	4	5	4	3	5	4	13	4	0	0	0	2	3	0	2	0	6	3	0	4	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	4	1	4	3	1	0	0	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Calditrichales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	3	3	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Campylobacterales	17	30	20	20	12	39	13	9	63	28	46	195	78	5	89	1	69	113	0	46	250	241	265	34	17	136	1	69	105	39	46	19	126	33	16	214	90	168	572	3820	15800	4333	3126	2374	7400	1892	987	16163	10718	10080	13690	12973	4487	7351	12510	99	114	220	200	0	994	223	72	560	114	9863	562	1	21	8	15	1	5	4	9	171	27	43	115
TRUE	Candidatus Altarchaeales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	51	35	25	22	17	14	15	27	13	15	20	19	14	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Aminicenantales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	8	5	16	5	6	7	0	0	1	0	11	6	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Brocadiales	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	2	0	2	3	1	1	0	2	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Chloroheliales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	4	2	1	0	1	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Cloacimonadales	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	1	0	0	17	15	16	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	1	6	1	1	1	2	0	0	3	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Gastranaerophilales	0	0	0	0	0	0	0	0	0	0	0	0	2	1	11	0	8	4	0	10	1	2	7	0	1	13	0	0	0	0	1	0	0	0	0	1	0	0	0	217	615	314	238	234	363	192	136	836	846	1016	798	762	298	353	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Hadarchaeales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	30	16	5	35	5	8	13	1	0	0	1	15	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Methanofastidiosales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	3	0	2	4	3	4	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Methylomirabilales	0	0	0	0	0	0	0	0	1	0	0	0	6	2	0	0	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	4	1	1	0	0	0	0	0	4	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Moduliflexales	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	5	6	10	7	5	4	0	2	0	2	30	16	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Nanopelagicales	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	3	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	2	0	5	4	3	8	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Odinarchaeales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	5	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Pelagibacterales	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	31	10	16	18	17	12	8	14	16	9	18	15	6	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Poseidoniales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	1	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
