dummy	order	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4
TRUE	Nitrososphaerales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	7	0	0	2	2	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nitrospinales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nitrospirales	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	26	40	44	35	44	52	25	39	10	9	15	15	36	28	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nostocales	0	1	0	2	4	0	2	0	0	0	0	2	56	4	456	0	286	54	1	167	1067	1758	2476	28	19	1247	2	0	0	0	0	0	0	2	0	1	0	0	8	127	210	144	95	178	193	72	113	97	92	100	151	116	87	103	81	3	1	4	3	0	6	5	0	2	0	7	2	0	0	0	0	0	0	0	0	0	0	0	2
TRUE	Oceanospirillales	3	0	1	0	0	0	1	0	0	1	0	0	9	3	23	0	27	9	0	34	30	22	17	7	2	21	0	6	12	9	6	15	11	9	11	8	10	6	12	351	681	441	351	814	388	323	372	158	134	172	229	629	428	436	320	0	0	1	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Oculatellales	0	0	0	0	0	0	0	0	0	1	0	0	2	2	8	0	3	4	0	6	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	4	9	8	3	9	2	3	6	0	0	0	0	5	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Opalinata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	7	3	5	2	0	1	3	69	83	146	94	2	4	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Opitutales	0	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	2	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	78	184	119	68	225	66	100	92	4	9	2	6	136	92	72	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Orbales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	34	13	9	14	12	9	8	22	26	25	18	6	15	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Oscillatoriales	0	0	0	0	0	0	1	0	0	0	0	0	9	0	7	0	18	2	0	21	8	19	12	1	2	7	0	0	0	0	0	0	0	0	0	0	0	0	1	25	51	23	16	51	43	21	26	31	28	18	28	36	30	29	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Parachlamydiales	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	8	4	3	4	7	3	2	9	5	6	9	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Parvularculales	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	1	8	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	4	3	4	2	6	3	12	8	3	10	9	8	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Pasteurellales	3	0	1	2	2	0	0	1	2	2	2	1	8	2	3	0	5	3	0	3	1	1	1	1	1	0	0	0	3	1	1	0	0	0	1	0	0	0	0	134	287	149	138	253	264	95	95	120	107	148	104	151	102	130	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Peptostreptococcales	7066	3425	6010	5666	7295	4501	8693	4672	2110	1456	2158	3072	32156	2138	38014	171	46740	20812	27	38493	3180	2174	656	1568	1011	5617	69	12214	7024	6178	7977	10690	11434	9181	6982	2741	2369	2370	3729	233282	331035	254886	210952	260544	182186	155002	136688	2656	1995	2666	1607	30298	20763	20254	15907	100025	20093	156756	112173	669	144023	79753	63235	3724	1716	59912	2540	238	218	102	497	74	230	285	860	333	215	51	148
TRUE	Petrotogales	0	0	0	0	0	0	0	0	1	0	2	0	2	0	4	0	4	1	0	6	1	0	2	2	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	35	60	57	42	35	27	41	25	73	51	54	33	27	30	17	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Pirellulales	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	4	2	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	1	0	0	2	2	1	4	1	1	0	5	5	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Planctomycetales	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	13	3	2	19	8	5	4	1	0	0	0	6	1	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Pleurocapsales	0	0	0	0	0	0	0	1	0	0	1	0	8	0	30	0	21	3	0	8	1	5	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	28	58	23	33	41	25	24	29	5	3	2	0	23	18	14	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Pneumocystales	1	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	69	53	45	35	33	28	19	68	48	90	77	13	27	23	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Polyangiales	0	0	0	0	0	0	2	0	0	0	0	1	1	0	2	0	3	1	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	120	322	214	128	513	148	186	183	7	2	3	8	204	147	129	123	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Prochlorotrichales	1	2	2	1	1	0	0	2	4	1	1	0	1	0	0	0	1	2	0	8	9	6	1	4	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	3	4	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Propionibacteriales	5	2	2	2	8	1	27	3	6	1	7	16	23	1	28	0	35	23	0	34	46	48	10	8	14	19	2	2	0	0	1	1	4	30	1	0	1	2	39	569	1184	741	485	1453	537	1991	599	28	75	26	74	843	596	476	1610	1	1	5	2	0	0	17	3	1	0	12	4	0	1	0	0	0	0	3	1	1	1	0	6
TRUE	Pseudanabaenales	2	1	2	1	1	1	0	0	1	1	0	0	37	1	12	0	30	11	0	32	22	14	2	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	15	40	15	17	36	15	19	12	8	5	2	8	26	10	8	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Pseudomonadales	0	0	1	1	1	0	3	0	2	1	5	8	4	0	44	0	8	3	0	23	32	9	8	40	41	1	0	1	2	0	3	1	3	2	1	1	1	0	3	569	1710	793	576	1523	809	622	578	337	238	397	1005	1002	844	648	527	12	6	28	11	1	25	9	7	4	2	47	2	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Pseudonocardiales	2	0	1	1	1	0	6	0	0	0	1	1	61	4	13	1	70	42	0	32	49	38	16	6	4	49	0	1	0	0	1	2	1	5	1	0	0	0	1	305	727	454	303	944	348	743	419	79	38	64	107	575	408	415	537	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TRUE	Puniceicoccales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	5	2	2	1	3	2	0	2	4	0	8	7	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Rhodobacterales	244	105	237	144	388	101	301	158	220	144	296	246	1432	101	9801	42	9818	723	4	43629	378	1184	1888	284	166	6964	242	0	2	0	1	0	3	7	2	1	0	2	8	657	1627	944	605	2080	886	836	764	238	161	314	344	1270	950	851	754	0	0	1	0	0	6	16	3	1	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0
TRUE	Rhodocyclales	3	1	3	0	2	3	5	1	12	4	8	7	11	0	42	0	44	11	1	25	161	141	43	19	5	38	0	4	11	2	3	0	3	3	2	20	6	11	17	144	334	204	97	373	154	161	172	94	92	84	96	298	193	175	142	0	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Rhodospirillales	2	5	6	2	5	3	11	5	13	14	17	18	14	3	24	1	27	11	0	20	44	55	13	1	3	22	0	3	2	1	5	4	2	7	1	2	0	1	4	441	902	569	374	1146	472	640	478	154	110	140	215	779	584	542	565	4	0	2	0	0	2	16	2	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	2
TRUE	Rhodothermales	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	2	5	0	1	5	5	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	37	101	59	44	131	49	47	55	4	4	2	5	84	51	50	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Rickettsiales	1	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	6	2	0	1	4	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	53	27	19	33	29	12	18	39	40	33	25	13	6	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Rubrobacterales	0	0	0	0	0	0	2	0	0	0	0	0	3	1	6	0	2	2	0	2	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	68	45	31	83	25	48	36	0	1	0	1	53	35	34	20	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharomycetales	0	0	0	0	0	0	0	1	1	0	0	0	3	0	5	0	0	0	0	16	6	0	0	7	4	4	0	1	0	0	0	0	0	0	0	0	1	0	0	97	200	99	96	135	121	67	77	189	144	204	461	107	99	77	75	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Salinisphaerales	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	5	3	6	3	3	4	1	0	1	2	7	7	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saprospirales	1	0	0	0	0	0	0	0	1	1	0	0	8	0	14	0	10	12	0	4	13	6	8	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	25	34	36	14	36	19	19	17	45	34	35	32	46	23	27	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Sedimentisphaerales	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	7	0	0	1	2	1	7	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TRUE	Selenomonadales	39	59	42	23	64	99	115	49	59	114	57	55	360	48	457	3	554	875	0	840	4317	5179	2459	119	211	344	3	83	237	92	81	156	457	310	167	217	498	144	211	3639	19479	6406	3420	7500	14064	7097	5575	56840	49732	88354	37060	5455	10043	3580	1939	286	577	1746	600	7	5482	2281	1391	508	525	10007	159	15	78	25	35	11	71	95	168	234	214	80	52
TRUE	Silvanigrellales	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	2	2	3	2	0	2	4	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Sneathiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	1	2	3	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	6	9	3	4	9	6	6	5	0	1	0	1	15	13	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Solirubrobacterales	0	2	0	0	0	0	6	0	0	1	0	15	20	0	17	0	58	18	0	4	13	11	16	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	21	24	16	14	51	19	63	19	1	4	0	1	40	18	12	130	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1
TRUE	Sphaerobacterales	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	17	10	5	22	5	13	1	3	6	2	4	12	4	12	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Sphingobacteriales	4	0	0	1	2	0	1	2	0	0	1	8	51	2	18	0	37	23	0	34	38	61	34	5	1	26	1	4	3	0	0	1	4	1	1	3	1	0	3	182	322	221	146	235	197	170	137	284	220	219	215	252	213	177	146	2	0	3	0	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Sphingomonadales	4	3	2	3	0	0	5	1	2	6	3	4	74	4	126	1	232	54	0	239	86	134	93	4	1	148	0	0	0	0	0	0	0	2	1	6	1	1	17	521	1148	742	449	1512	791	537	632	126	110	133	264	904	677	695	559	2	0	3	0	0	0	4	0	0	0	3	1	1	1	1	1	3	3	0	2	3	1	1	2
TRUE	Spirochaetales	11	6	5	9	15	2	9	9	3	3	2	25	257	26	36	0	85	104	0	40	53	25	5	13	8	4	0	0	0	1	0	0	0	0	0	0	0	0	0	311	563	374	274	592	310	290	273	138	118	131	113	478	390	376	288	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Steroidobacterales	0	0	0	0	0	0	3	0	0	0	0	4	1	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	2	0	1	3	0	0	2	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Streptosporangiales	4	3	7	6	9	3	7	0	0	2	5	6	120	4	91	0	223	90	0	77	74	76	25	7	2	39	0	9	3	6	4	6	6	5	8	3	4	5	9	255	700	407	267	875	906	376	467	104	44	100	428	439	324	480	344	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Sulfolobales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	8	7	20	15	3	8	7	8	5	6	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Synechococcales	0	0	0	0	3	2	3	0	1	0	0	1	41	1	50	1	64	16	0	59	42	23	11	4	3	29	0	0	0	1	1	1	0	0	0	0	0	0	0	64	109	48	49	137	56	47	66	32	15	25	35	88	80	87	49	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Synergistales	0	0	0	0	1	0	1	0	0	0	2	1	26	1	16	0	39	20	0	15	42	47	19	6	2	51	0	2	3	1	1	2	0	1	1	0	1	2	1	74	134	96	59	182	88	48	63	15	9	16	19	123	96	86	53	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Syntrophales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	2	1	5	3	4	4	1	0	1	8	6	4	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Syntrophobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	2	4	2	2	1	0	0	2	1	7	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Tepidiformales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5	8	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	32	27	15	48	10	13	21	0	1	0	0	22	15	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Terriglobales	0	0	0	0	0	0	0	0	0	0	0	0	6	2	1	0	8	5	0	2	2	8	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	39	82	43	45	78	20	39	34	5	10	5	9	53	54	48	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Terrimicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	1	14	1	4	5	2	4	1	3	7	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	112	79	58	178	68	67	60	10	3	10	12	98	55	67	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoanaerobacterales	1	0	0	0	0	0	0	1	1	1	0	0	44	2	20	0	39	27	0	42	10	12	3	6	2	7	0	1	0	0	2	0	0	1	1	0	1	1	1	116	176	146	129	183	103	106	92	95	83	78	65	111	120	87	74	0	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoanaerobaculales	0	0	1	0	0	1	1	0	1	0	0	0	1	2	2	0	3	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18	11	4	31	12	17	10	0	0	0	0	19	14	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	25	22	19	32	15	14	8	14	10	10	9	19	13	20	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermodesulfobacteriales	0	0	0	0	0	0	1	0	0	0	0	0	12	0	7	0	17	14	0	3	12	21	13	0	0	9	0	0	0	0	1	0	0	1	0	0	0	1	1	24	43	27	14	31	21	13	11	5	7	9	10	28	16	29	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermodesulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	14	36	14	19	9	12	9	12	37	33	41	22	17	12	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermofilales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	1	0	1	1	2	0	1	1	0	1	3	1	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoflexales	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	10	5	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
